1983535,13191,picorna-like virus awando15,VHostDB
1980427,13871,fig mosaic emaravirus,VHostDB
1941436,18151,amphibola crenata associated bacilladnavirus 2,VHostDB
1941435,18152,amphibola crenata associated bacilladnavirus 1,VHostDB
1931373,19682,biomphalaria virus 5
1931372,19683,biomphalaria virus 4
1931371,19684,biomphalaria virus 3,VHostDB
1931370,19685,biomphalaria virus 2,VHostDB
1931369,19686,biomphalaria virus 1,VHostDB
1923749,20920,wuhan snail virus 2
1923748,20921,wuhan poty-like virus 1,VHostDB
1923683,20986,wenzhou yanvirus-like virus 1,VHostDB
1923679,20990,wenzhou tombus-like virus 9,VHostDB
1923677,20992,wenzhou tombus-like virus 7,VHostDB
1923676,20993,wenzhou tombus-like virus 6,VHostDB
1923675,20994,wenzhou tombus-like virus 5,VHostDB
1923673,20996,wenzhou tombus-like virus 3,VHostDB
1923672,20997,wenzhou tombus-like virus 2,VHostDB
1923670,20999,wenzhou tombus-like virus 17,VHostDB
1923669,21000,wenzhou tombus-like virus 16,VHostDB
1923668,21001,wenzhou tombus-like virus 15,VHostDB
1923667,21002,wenzhou tombus-like virus 14,VHostDB
1923665,21004,wenzhou tombus-like virus 12,VHostDB
1923663,21006,wenzhou tombus-like virus 10,VHostDB
1923662,21007,wenzhou tombus-like virus 1,VHostDB
1923657,21012,wenzhou sobemo-like virus 1,VHostDB
1923647,21022,wenzhou qinvirus-like virus 1,VHostDB
1923641,21028,wenzhou picorna-like virus 53,VHostDB
1923637,21032,wenzhou picorna-like virus 5,VHostDB
1923636,21033,wenzhou picorna-like virus 49,VHostDB
1923633,21036,wenzhou picorna-like virus 46,VHostDB
1923631,21038,wenzhou picorna-like virus 44,VHostDB
1923629,21040,wenzhou picorna-like virus 42,VHostDB
1923628,21041,wenzhou picorna-like virus 41,VHostDB
1923627,21042,wenzhou picorna-like virus 40,VHostDB
1923626,21043,wenzhou picorna-like virus 4,VHostDB
1923625,21044,wenzhou picorna-like virus 39,VHostDB
1923619,21050,wenzhou picorna-like virus 33,VHostDB
1923617,21052,wenzhou picorna-like virus 31,VHostDB
1923611,21058,wenzhou picorna-like virus 26,VHostDB
1923610,21059,wenzhou picorna-like virus 25,VHostDB
1923608,21061,wenzhou picorna-like virus 23,VHostDB
1923607,21062,wenzhou picorna-like virus 22,VHostDB
1923603,21066,wenzhou picorna-like virus 19,VHostDB
1923600,21069,wenzhou picorna-like virus 16,VHostDB
1923599,21070,wenzhou picorna-like virus 15,VHostDB
1923598,21071,wenzhou picorna-like virus 14,VHostDB
1923596,21073,wenzhou picorna-like virus 12,VHostDB
1923595,21074,wenzhou picorna-like virus 11,VHostDB
1923593,21076,wenzhou picorna-like virus 1,VHostDB
1923584,21085,wenzhou narna-like virus 9,VHostDB
1923582,21087,wenzhou narna-like virus 7,VHostDB
1923580,21089,wenzhou narna-like virus 5,VHostDB
1923579,21090,wenzhou narna-like virus 4,VHostDB
1923566,21103,wenzhou hepe-like virus 1,VHostDB
1923565,21104,wenzhou hepe-like virus 2,VHostDB
1923564,21105,wenzhou gastropodes virus 2,VHostDB
1923563,21106,wenzhou gastropodes virus 1,VHostDB
1923558,21111,wenzhou channeled applesnail virus 2,VHostDB
1923557,21112,wenzhou channeled applesnail virus 1,VHostDB
1923255,21414,hubei tombus-like virus 1,VHostDB
1922687,21982,beihai sobemo-like virus 16,VHostDB
1922569,22100,beihai picorna-like virus 26,VHostDB
1922552,22117,beihai picorna-like virus 123,VHostDB
1922533,22136,beihai picorna-like virus 105,VHostDB
1922435,22234,beihai mollusks virus 2,VHostDB
1922434,22235,beihai mollusks virus 1,VHostDB
1922350,22319,beihai nido-like virus 1,VHostDB
1821058,33283,abalone herpesvirus taiwan/2005
1692255,44418,marine snail associated circular virus,VHostDB
1692253,44420,littorina sp. associated circular virus,VHostDB
1636535,49738,abalone herpesvirus type 2 taiwan/2007
1618242,50870,avon-heathcote estuary associated circular virus 19,VHostDB
1618241,50871,avon-heathcote estuary associated circular virus 18,VHostDB
1310424,86736,verticillium dahliae partitivirus 1,VHostDB
1296573,88619,gastropod associated circular ssdna virus,VHostDB
1241371,94770,abalone herpesvirus victoria/aus/2009,VHostDB
1034096,116182,fig badnavirus 1,VHostDB
1003448,117724,abalone herpesvirus taiwan/2004
860344,128506,abalone herpesvirus victoria/aus/2007
654903,144862,ostreid herpesvirus 1 (isolate france)
650481,145446,satsuma dwarf virus s-58
626962,147708,olive latent virus 3,VHostDB
491893,161183,abalone shriveling syndrome-associated virus,VHostDB
333047,177652,dianella chlorotic mottle virus
121429,186830,olive latent ringspot virus,VHostDB
