2164101,401,penicillium digitatum polymycoviruses 1
2164100,402,penicillium digitatum narna-like virus 1
2163916,421,leptosphaeria biglobosa mitovirus 1
2138326,506,bipolaris maydis botybirnavirus 1
2086650,1071,entoleuca partitivirus 2
2086649,1072,entoleuca partitivirus 1
2086648,1073,entoleuca ourmiavirus 1
2086647,1074,entoleuca mycovirus 2
2086646,1075,entoleuca mycovirus 1
2086644,1076,entoleuca megabirnavirus 1
2086643,1077,entoleuca hypovirus 1
2086642,1078,entoleuca gammaflexivirus 2
2086641,1079,entoleuca gammaflexivirus 1
2086640,1080,entoleuca bunyavirus 1
2066695,1941,alternaria alternata chrysovirus 1
2060778,2375,fusarium graminearum alternavirus 1
2056553,2841,rosellinia necatrix megatotivirus 2
2056552,2842,rosellinia necatrix fusarivirus 2
2056551,2843,rosellinia necatrix megabirnavirus 3
2056550,2844,rosellinia necatrix partitivirus 9
2056546,2848,rosellinia necatrix megatotivirus 1
2056545,2849,rosellinia necatrix partitivirus 10
2056544,2850,rosellinia necatrix fusagravirus 3
2056543,2851,rosellinia necatrix fusagravirus 2
2056542,2852,rosellinia necatrix fusagravirus 1
2056541,2853,rosellinia necatrix virga-like-virus 1
2056540,2854,rosellinia necatrix hypovirus 2
2052571,3304,podosphaera prunicola tobamo-like virus
2052570,3305,podosphaera prunicola partitivirus 4
2052569,3306,podosphaera prunicola partitivirus 3
2052568,3307,podosphaera prunicola partitivirus 2
2052567,3308,podosphaera prunicola partitivirus 1
2052566,3309,erysiphe necator partitivirus 3
2052565,3310,erysiphe necator partitivirus 2
2052564,3311,erysiphe necator partitivirus 1
2052563,3312,erysiphe necator mitovirus 3
2052562,3313,erysiphe necator mitovirus 2
2052561,3314,erysiphe necator mitovirus 1
2050969,4004,sodiomyces alkalinus partitivirus 2
2049485,4471,fusarium graminearum negative-stranded rna virus 1
2048877,4491,saccharomyces paradoxus l-a virus m62 satellite
2048695,4512,saccharomyces paradoxus l-a virus m28-like satellite
2048694,4513,saccharomyces paradoxus l-a virus m74 satellite
2048693,4514,saccharomyces paradoxus l-a virus m45 satellite
2048692,4515,saccharomyces paradoxus l-a virus m21 satellite
2048688,4516,m satellites of saccharomyces l-a virus
2048544,4518,saccharomyces kudriavzevii virus l-a-1082
2048543,4519,saccharomyces uvarum virus l-a-10560
2048542,4520,saccharomyces paradoxus virus l-a-62
2048541,4521,saccharomyces paradoxus virus l-a-1143
2048540,4522,saccharomyces paradoxus virus l-a-1939
2048539,4523,saccharomyces paradoxus virus l-a-4650
2048538,4524,saccharomyces paradoxus virus l-a-74
2048537,4525,saccharomyces paradoxus virus l-a-45
2048536,4526,saccharomyces paradoxus virus l-a-21
2045196,4705,saccharomyces uvarum virus l-a
2045195,4706,saccharomyces paradoxus virus l-a
2045194,4707,saccharomyces kudriavzevii virus l-a
2045045,4780,sodiomyces alkalinus partitivirus 1
